file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,stage,# tasks,sum task time,sum biggest task time of each exec,avg tasks time
spark-history/application_1597492306819_0018,query52_cluster_500G,52,500,alpha,8,26,54090,27,200,37243.0,10715.0,186.215
spark-history/application_1597492306819_0018,query52_cluster_500G,52,500,alpha,8,26,54090,26,505,393432.0,24719.0,779.0732673267327
spark-history/application_1597492306819_0010,query84_cluster_500G,84,500,beta,8,28,26175,30,200,96219.0,9927.0,481.095
spark-history/application_1597492306819_0010,query84_cluster_500G,84,500,beta,8,28,26175,28,65,70190.0,15426.0,1079.8461538461538
spark-history/application_1597492306819_0010,query84_cluster_500G,84,500,beta,8,28,26175,29,9,8276.0,8110.0,919.5555555555555
spark-history/application_1597492306819_0006,query84_cluster_500G,84,500,beta,8,28,25843,30,200,94465.0,9824.0,472.325
spark-history/application_1597492306819_0006,query84_cluster_500G,84,500,beta,8,28,25843,28,65,68020.0,14452.0,1046.4615384615386
spark-history/application_1597492306819_0006,query84_cluster_500G,84,500,beta,8,28,25843,29,9,8362.0,8186.0,929.1111111111111
spark-history/application_1597492306819_0025,query84_cluster_500G,84,500,beta,8,28,26104,30,200,92103.0,9869.0,460.515
spark-history/application_1597492306819_0025,query84_cluster_500G,84,500,beta,8,28,26104,28,65,73538.0,15778.0,1131.3538461538462
spark-history/application_1597492306819_0025,query84_cluster_500G,84,500,beta,8,28,26104,29,9,8864.0,8697.0,984.8888888888889
spark-history/application_1597492306819_0014,query84_cluster_500G,84,500,beta,7,28,25312,30,200,99159.0,10799.0,495.795
spark-history/application_1597492306819_0014,query84_cluster_500G,84,500,beta,7,28,25312,28,65,67841.0,13339.0,1043.7076923076922
spark-history/application_1597492306819_0014,query84_cluster_500G,84,500,beta,7,28,25312,29,7,7394.0,7394.0,1056.2857142857142
spark-history/application_1597492306819_0024,query52_cluster_500G,52,500,alpha,7,26,67306,27,200,28662.0,7693.0,143.31
spark-history/application_1597492306819_0024,query52_cluster_500G,52,500,alpha,7,26,67306,26,505,439500.0,21268.0,870.2970297029703
spark-history/application_1597492306819_0022,query84_cluster_500G,84,500,beta,8,28,25771,30,200,89852.0,9573.0,449.26
spark-history/application_1597492306819_0022,query84_cluster_500G,84,500,beta,8,28,25771,28,9,14312.0,13993.0,1590.2222222222222
spark-history/application_1597492306819_0022,query84_cluster_500G,84,500,beta,8,28,25771,29,65,65120.0,11292.0,1001.8461538461538
spark-history/application_1597492306819_0020,query84_cluster_500G,84,500,beta,7,28,29705,30,200,84465.0,8133.0,422.325
spark-history/application_1597492306819_0020,query84_cluster_500G,84,500,beta,7,28,29705,28,7,12324.0,12324.0,1760.5714285714287
spark-history/application_1597492306819_0020,query84_cluster_500G,84,500,beta,7,28,29705,29,65,73301.0,10476.0,1127.7076923076922
spark-history/application_1597492306819_0004,query84_cluster_500G,84,500,beta,5,28,32891,30,200,85408.0,7495.0,427.04
spark-history/application_1597492306819_0004,query84_cluster_500G,84,500,beta,5,28,32891,28,5,8757.0,8757.0,1751.4
spark-history/application_1597492306819_0004,query84_cluster_500G,84,500,beta,5,28,32891,29,65,67392.0,7063.0,1036.8
spark-history/application_1597492306819_0028,query84_cluster_500G,84,500,beta,8,28,22762,30,200,102290.0,13483.0,511.45
spark-history/application_1597492306819_0028,query84_cluster_500G,84,500,beta,8,28,22762,28,65,68899.0,15844.0,1059.9846153846154
spark-history/application_1597492306819_0028,query84_cluster_500G,84,500,beta,8,28,22762,29,9,7796.0,7647.0,866.2222222222222
spark-history/application_1597492306819_0026,query84_cluster_500G,84,500,beta,8,28,26446,30,200,91978.0,9736.0,459.89
spark-history/application_1597492306819_0026,query84_cluster_500G,84,500,beta,8,28,26446,28,65,76361.0,14755.0,1174.7846153846153
spark-history/application_1597492306819_0026,query84_cluster_500G,84,500,beta,8,28,26446,29,9,8597.0,8386.0,955.2222222222222
spark-history/application_1597492306819_0038,query84_cluster_500G,84,500,beta,8,28,25693,30,200,91820.0,10666.0,459.1
spark-history/application_1597492306819_0038,query84_cluster_500G,84,500,beta,8,28,25693,28,65,70830.0,15569.0,1089.6923076923076
spark-history/application_1597492306819_0038,query84_cluster_500G,84,500,beta,8,28,25693,29,9,8615.0,8436.0,957.2222222222222
spark-history/application_1597492306819_0005,query52_cluster_500G,52,500,alpha,2,26,210512,27,200,14251.0,2863.0,71.255
spark-history/application_1597492306819_0005,query52_cluster_500G,52,500,alpha,2,26,210512,26,505,407508.0,15049.0,806.9465346534654
spark-history/application_1597492306819_0035,query84_cluster_500G,84,500,beta,8,28,23709,30,200,101437.0,13258.0,507.185
spark-history/application_1597492306819_0035,query84_cluster_500G,84,500,beta,8,28,23709,28,65,73736.0,15428.0,1134.4
spark-history/application_1597492306819_0035,query84_cluster_500G,84,500,beta,8,28,23709,29,9,9462.0,9245.0,1051.3333333333333
spark-history/application_1597492306819_0027,query52_cluster_500G,52,500,alpha,7,26,68375,27,200,29495.0,8217.0,147.475
spark-history/application_1597492306819_0027,query52_cluster_500G,52,500,alpha,7,26,68375,26,505,447232.0,20825.0,885.6079207920792
spark-history/application_1597492306819_0036,query84_cluster_500G,84,500,beta,8,28,25627,30,200,90802.0,8711.0,454.01
spark-history/application_1597492306819_0036,query84_cluster_500G,84,500,beta,8,28,25627,28,65,72093.0,16093.0,1109.123076923077
spark-history/application_1597492306819_0036,query84_cluster_500G,84,500,beta,8,28,25627,29,9,8895.0,8692.0,988.3333333333334
spark-history/application_1597492306819_0040,query84_cluster_500G,84,500,beta,8,28,25538,30,200,91097.0,10630.0,455.485
spark-history/application_1597492306819_0040,query84_cluster_500G,84,500,beta,8,28,25538,28,9,13764.0,13520.0,1529.3333333333333
spark-history/application_1597492306819_0040,query84_cluster_500G,84,500,beta,8,28,25538,29,65,65119.0,11077.0,1001.8307692307692
spark-history/application_1597492306819_0039,query84_cluster_500G,84,500,beta,8,28,24719,30,200,86337.0,9288.0,431.685
spark-history/application_1597492306819_0039,query84_cluster_500G,84,500,beta,8,28,24719,28,65,70155.0,15051.0,1079.3076923076924
spark-history/application_1597492306819_0039,query84_cluster_500G,84,500,beta,8,28,24719,29,9,8875.0,8665.0,986.1111111111111
spark-history/application_1597492306819_0029,query84_cluster_500G,84,500,beta,8,28,26575,30,200,94547.0,11657.0,472.735
spark-history/application_1597492306819_0029,query84_cluster_500G,84,500,beta,8,28,26575,28,9,14522.0,14224.0,1613.5555555555557
spark-history/application_1597492306819_0029,query84_cluster_500G,84,500,beta,8,28,26575,29,65,66734.0,11146.0,1026.676923076923
spark-history/application_1597492306819_0023,query84_cluster_500G,84,500,beta,7,28,26938,30,200,89522.0,8790.0,447.61
spark-history/application_1597492306819_0023,query84_cluster_500G,84,500,beta,7,28,26938,28,65,71421.0,12930.0,1098.7846153846153
spark-history/application_1597492306819_0023,query84_cluster_500G,84,500,beta,7,28,26938,29,7,9000.0,9000.0,1285.7142857142858
spark-history/application_1597492306819_0033,query52_cluster_500G,52,500,alpha,7,26,72162,27,200,30553.0,9294.0,152.765
spark-history/application_1597492306819_0033,query52_cluster_500G,52,500,alpha,7,26,72162,26,505,471701.0,21188.0,934.0613861386139
spark-history/application_1597492306819_0021,query52_cluster_500G,52,500,alpha,7,26,57761,27,200,29728.0,8210.0,148.64
spark-history/application_1597492306819_0021,query52_cluster_500G,52,500,alpha,7,26,57761,26,505,373178.0,20604.0,738.9663366336633
spark-history/application_1597492306819_0019,query84_cluster_500G,84,500,beta,8,28,26189,30,200,93452.0,9138.0,467.26
spark-history/application_1597492306819_0019,query84_cluster_500G,84,500,beta,8,28,26189,28,9,14135.0,13869.0,1570.5555555555557
spark-history/application_1597492306819_0019,query84_cluster_500G,84,500,beta,8,28,26189,29,65,66542.0,11198.0,1023.723076923077
spark-history/application_1597492306819_0013,query84_cluster_500G,84,500,beta,8,28,25117,30,200,90919.0,10908.0,454.595
spark-history/application_1597492306819_0013,query84_cluster_500G,84,500,beta,8,28,25117,28,9,13631.0,13471.0,1514.5555555555557
spark-history/application_1597492306819_0013,query84_cluster_500G,84,500,beta,8,28,25117,29,65,62856.0,10836.0,967.0153846153846
spark-history/application_1597492306819_0008,query52_cluster_500G,52,500,alpha,7,26,55461,27,200,31884.0,8118.0,159.42
spark-history/application_1597492306819_0008,query52_cluster_500G,52,500,alpha,7,26,55461,26,505,354286.0,20417.0,701.5564356435643
spark-history/application_1597492306819_0015,query52_cluster_500G,52,500,alpha,7,26,54708,27,200,30641.0,7929.0,153.205
spark-history/application_1597492306819_0015,query52_cluster_500G,52,500,alpha,7,26,54708,26,505,350503.0,22910.0,694.0653465346535
spark-history/application_1597492306819_0032,query84_cluster_500G,84,500,beta,8,28,23863,30,200,102596.0,14567.0,512.98
spark-history/application_1597492306819_0032,query84_cluster_500G,84,500,beta,8,28,23863,28,9,14419.0,14052.0,1602.111111111111
spark-history/application_1597492306819_0032,query84_cluster_500G,84,500,beta,8,28,23863,29,65,68147.0,11284.0,1048.4153846153847
spark-history/application_1597492306819_0030,query52_cluster_500G,52,500,alpha,8,26,71713,27,200,36199.0,11784.0,180.995
spark-history/application_1597492306819_0030,query52_cluster_500G,52,500,alpha,8,26,71713,26,505,531955.0,44610.0,1053.3762376237623
spark-history/application_1597492306819_0031,query84_cluster_500G,84,500,beta,8,28,25908,30,200,92234.0,10321.0,461.17
spark-history/application_1597492306819_0031,query84_cluster_500G,84,500,beta,8,28,25908,28,65,70483.0,15560.0,1084.3538461538462
spark-history/application_1597492306819_0031,query84_cluster_500G,84,500,beta,8,28,25908,29,9,8537.0,8349.0,948.5555555555555
spark-history/application_1597492306819_0017,query84_cluster_500G,84,500,beta,8,28,24569,30,200,107801.0,15683.0,539.005
spark-history/application_1597492306819_0017,query84_cluster_500G,84,500,beta,8,28,24569,28,9,14775.0,14543.0,1641.6666666666667
spark-history/application_1597492306819_0017,query84_cluster_500G,84,500,beta,8,28,24569,29,65,71445.0,11544.0,1099.1538461538462
spark-history/application_1597492306819_0041,query84_cluster_500G,84,500,beta,8,28,25034,30,200,86248.0,9413.0,431.24
spark-history/application_1597492306819_0041,query84_cluster_500G,84,500,beta,8,28,25034,28,9,14509.0,14294.0,1612.111111111111
spark-history/application_1597492306819_0041,query84_cluster_500G,84,500,beta,8,28,25034,29,65,67224.0,10714.0,1034.2153846153847
spark-history/application_1597492306819_0012,query52_cluster_500G,52,500,alpha,8,26,50723,27,200,39004.0,10840.0,195.02
spark-history/application_1597492306819_0012,query52_cluster_500G,52,500,alpha,8,26,50723,26,505,364197.0,26188.0,721.1821782178217
spark-history/application_1597492306819_0003,query84_cluster_500G,84,500,beta,6,28,39298,30,200,94224.0,10571.0,471.12
spark-history/application_1597492306819_0003,query84_cluster_500G,84,500,beta,6,28,39298,28,65,129282.0,45992.0,1988.9538461538461
spark-history/application_1597492306819_0003,query84_cluster_500G,84,500,beta,6,28,39298,29,6,8093.0,8093.0,1348.8333333333333
spark-history/application_1597492306819_0002,query84_cluster_500G,84,500,beta,8,28,30630,30,200,94349.0,11627.0,471.745
spark-history/application_1597492306819_0002,query84_cluster_500G,84,500,beta,8,28,30630,28,65,69328.0,11643.0,1066.5846153846153
spark-history/application_1597492306819_0002,query84_cluster_500G,84,500,beta,8,28,30630,29,6,7135.0,7135.0,1189.1666666666667
spark-history/application_1597492306819_0007,query84_cluster_500G,84,500,beta,8,28,25951,30,200,93474.0,9194.0,467.37
spark-history/application_1597492306819_0007,query84_cluster_500G,84,500,beta,8,28,25951,28,9,13417.0,13269.0,1490.7777777777778
spark-history/application_1597492306819_0007,query84_cluster_500G,84,500,beta,8,28,25951,29,65,64636.0,10793.0,994.4
spark-history/application_1597492306819_0037,query84_cluster_500G,84,500,beta,8,28,25371,30,200,89131.0,9974.0,445.655
spark-history/application_1597492306819_0037,query84_cluster_500G,84,500,beta,8,28,25371,28,65,71164.0,16093.0,1094.8307692307692
spark-history/application_1597492306819_0037,query84_cluster_500G,84,500,beta,8,28,25371,29,9,9606.0,9385.0,1067.3333333333333
spark-history/application_1597492306819_0016,query84_cluster_500G,84,500,beta,7,28,25756,30,200,88471.0,9112.0,442.355
spark-history/application_1597492306819_0016,query84_cluster_500G,84,500,beta,7,28,25756,28,65,64607.0,12899.0,993.9538461538461
spark-history/application_1597492306819_0016,query84_cluster_500G,84,500,beta,7,28,25756,29,7,8250.0,8250.0,1178.5714285714287
spark-history/application_1597492306819_0034,query84_cluster_500G,84,500,beta,8,28,25355,30,200,89282.0,10167.0,446.41
spark-history/application_1597492306819_0034,query84_cluster_500G,84,500,beta,8,28,25355,28,9,13097.0,12857.0,1455.2222222222222
spark-history/application_1597492306819_0034,query84_cluster_500G,84,500,beta,8,28,25355,29,65,67545.0,10741.0,1039.1538461538462
spark-history/application_1597492306819_0011,query84_cluster_500G,84,500,beta,8,28,26689,30,200,95597.0,10381.0,477.985
spark-history/application_1597492306819_0011,query84_cluster_500G,84,500,beta,8,28,26689,28,9,14141.0,13903.0,1571.2222222222222
spark-history/application_1597492306819_0011,query84_cluster_500G,84,500,beta,8,28,26689,29,65,68291.0,10584.0,1050.6307692307691
spark-history/application_1597492306819_0009,query84_cluster_500G,84,500,beta,8,28,25668,30,200,94088.0,10397.0,470.44
spark-history/application_1597492306819_0009,query84_cluster_500G,84,500,beta,8,28,25668,28,65,67928.0,14991.0,1045.0461538461539
spark-history/application_1597492306819_0009,query84_cluster_500G,84,500,beta,8,28,25668,29,9,8028.0,7925.0,892.0
