file_path,app_name,query_number,data_scale,queue,# executors,last_job_id,job_runtime,stage,# tasks,sum task time,sum biggest task time of each exec,avg tasks time
spark-history/application_1596699499837_0025,query52_cluster_500G,52,500,alpha,8,26,56052,27,200,35792.0,9777.0,178.96
spark-history/application_1596699499837_0025,query52_cluster_500G,52,500,alpha,8,26,56052,26,505,409820.0,26144.0,811.5247524752475
spark-history/application_1596699499837_0022,query52_cluster_500G,52,500,alpha,8,26,52939,27,200,32732.0,9694.0,163.66
spark-history/application_1596699499837_0022,query52_cluster_500G,52,500,alpha,8,26,52939,26,505,387821.0,24080.0,767.9623762376237
spark-history/application_1596699499837_0014,query52_cluster_500G,52,500,alpha,8,26,45675,27,200,33859.0,10012.0,169.295
spark-history/application_1596699499837_0014,query52_cluster_500G,52,500,alpha,8,26,45675,26,505,329382.0,25788.0,652.2415841584159
spark-history/application_1596699499837_0013,query52_cluster_500G,52,500,alpha,8,26,44377,27,200,35364.0,11271.0,176.82
spark-history/application_1596699499837_0013,query52_cluster_500G,52,500,alpha,8,26,44377,26,505,316538.0,26314.0,626.8079207920792
spark-history/application_1596699499837_0012,query52_cluster_500G,52,500,beta,8,26,44639,27,200,37576.0,11368.0,187.88
spark-history/application_1596699499837_0012,query52_cluster_500G,52,500,beta,8,26,44639,26,505,317064.0,25966.0,627.8495049504951
spark-history/application_1596699499837_0015,query52_cluster_500G,52,500,beta,7,26,47863,27,200,30779.0,7719.0,153.895
spark-history/application_1596699499837_0015,query52_cluster_500G,52,500,beta,7,26,47863,26,505,302356.0,20655.0,598.7247524752476
spark-history/application_1596699499837_0023,query52_cluster_500G,52,500,alpha,7,26,52453,27,200,30973.0,9291.0,154.865
spark-history/application_1596699499837_0023,query52_cluster_500G,52,500,alpha,7,26,52453,26,505,334373.0,21679.0,662.1247524752475
spark-history/application_1596699499837_0024,query52_cluster_500G,52,500,beta,8,26,54342,27,200,34289.0,11408.0,171.445
spark-history/application_1596699499837_0024,query52_cluster_500G,52,500,beta,8,26,54342,26,505,397605.0,26272.0,787.3366336633663
spark-history/application_1596699499837_0006,query52_cluster_500G,52,500,beta,8,26,41299,27,200,36677.0,9737.0,183.385
spark-history/application_1596699499837_0006,query52_cluster_500G,52,500,beta,8,26,41299,26,505,291523.0,24031.0,577.2732673267327
spark-history/application_1596699499837_0008,query52_cluster_500G,52,500,alpha,8,26,42107,27,200,35514.0,10729.0,177.57
spark-history/application_1596699499837_0008,query52_cluster_500G,52,500,alpha,8,26,42107,26,505,298509.0,24417.0,591.1069306930693
spark-history/application_1596699499837_0030,query52_cluster_500G,52,500,beta,8,26,54316,27,200,34708.0,10954.0,173.54
spark-history/application_1596699499837_0030,query52_cluster_500G,52,500,beta,8,26,54316,26,505,397581.0,26363.0,787.2891089108911
spark-history/application_1596699499837_0031,query52_cluster_500G,52,500,alpha,8,26,53142,27,200,34454.0,10125.0,172.27
spark-history/application_1596699499837_0031,query52_cluster_500G,52,500,alpha,8,26,53142,26,505,388112.0,27521.0,768.5386138613861
spark-history/application_1596699499837_0009,query52_cluster_500G,52,500,beta,7,26,44972,27,200,31821.0,7720.0,159.105
spark-history/application_1596699499837_0009,query52_cluster_500G,52,500,beta,7,26,44972,26,505,281372.0,20835.0,557.1722772277228
spark-history/application_1596699499837_0007,query52_cluster_500G,52,500,alpha,8,26,41502,27,200,38411.0,9850.0,192.055
spark-history/application_1596699499837_0007,query52_cluster_500G,52,500,alpha,8,26,41502,26,505,291123.0,23839.0,576.4811881188119
spark-history/application_1596699499837_0021,query52_cluster_500G,52,500,beta,8,26,50693,27,200,34132.0,10216.0,170.66
spark-history/application_1596699499837_0021,query52_cluster_500G,52,500,beta,8,26,50693,26,505,369057.0,24559.0,730.8059405940594
spark-history/application_1596699499837_0026,query52_cluster_500G,52,500,alpha,8,26,54645,27,200,37893.0,9294.0,189.465
spark-history/application_1596699499837_0026,query52_cluster_500G,52,500,alpha,8,26,54645,26,505,397405.0,24181.0,786.940594059406
spark-history/application_1596699499837_0019,query52_cluster_500G,52,500,alpha,8,26,45710,27,200,37218.0,12276.0,186.09
